"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
70.3676314381182,72.2537973756422,72.4477330870846,77.0330349069806,79.3269809995591,75.9482801857602,71.772011902812,75.7938229406396,74.0357277245733,73.9472553064118,75.7336708900461,78.791176878561,73.245368218963,73.18222516419,72.204793711255,75.1647681226991,69.9363918504689,70.1614279800752,74.8743005943682,68.5354963275815,70.5638091090433,67.7301799113945,68.2436738570054,72.1498696585025
71.1428140047586,71.9404322634329,69.9844792265937,77.9934395922805,78.5227659783276,77.235048901922,73.4520001720706,75.1096246669878,75.6424063466626,74.1194788858577,76.8993506971391,77.5526240799784,76.2985288287109,74.7040216990234,73.3862607647787,78.0708332033653,70.6388987167824,68.8476017511119,78.0751085315108,71.3722575391238,73.0096607511898,67.5341888030745,68.1630819653565,73.5681418399766
60.712049064837,60.3182139447461,53.4263675270467,64.4192334450384,64.0857531759886,68.2688078331495,62.8339400253038,64.3483400312639,67.1897726324075,66.4092272745848,64.2123579608524,65.3991430911439,65.7127382496978,66.1721709918654,69.2277155123181,68.1245788369558,62.4576695924858,64.7785448548577,69.7400921952665,66.6058378727536,68.3557736760271,65.87045113289,63.4676046919036,67.7908799059207
71.8669041498057,63.2085041246436,69.6160333958372,69.2996661844594,62.6456870029722,66.0701520061733,64.8436167942086,67.5151775250884,68.5573806694618,67.7756356031155,64.3259760362242,66.5104696976049,65.2550008578349,69.5017255352536,65.7434810466574,63.3206636801289,57.7243682610885,62.6389154138676,68.1219131901179,61.7406733174462,64.703476247751,63.9609546003306,60.4111139884,63.393817886403
70.5526955436115,74.9552766961351,75.0746581683714,76.5529342861612,76.8036031224533,76.3630643861252,73.3760486242524,76.1530250663605,75.7757928027489,75.0413134710409,76.9012037806385,74.0761503711737,72.216063823515,73.4227755190144,71.8789365876357,72.8750869590673,69.781316182865,71.3063295975472,71.9191645378804,70.224037596884,69.6122122484294,67.0103328230098,61.2822736283896,65.2952177156779
67.900616734276,67.9609637087827,65.483421888826,74.5858753515045,73.439758337461,65.8761929969442,61.8746832161467,72.1559686790225,71.584833272442,65.9907437406514,67.6557170751408,67.2132583268628,67.8899468534133,67.8668777263002,72.5816884364478,68.5354245367093,62.3677750086892,64.4194752878733,68.1964746427752,64.7179581687462,68.6396647923672,70.425495000986,64.051949893727,68.9944775848906
61.1036063052511,57.2698094999468,48.8269211762661,55.5553687108528,52.0491054921537,52.4427708574243,52.3934565499023,51.8971814220017,59.984566847698,57.8956285773097,56.5787000089079,64.5870859133231,70.9689676407221,74.412683677029,71.1551838056461,73.7373015365086,68.5479063214483,68.9148604315682,72.7411601891388,67.5287075674211,71.0986228169621,72.1017184157629,64.8968458890915,68.841555017394
56.5271330954443,57.9696980631236,47.3903286569184,61.7673064099019,54.5387212699139,53.4968531116936,49.7608512871649,51.4217721385669,55.8449992718905,58.1432949563731,54.9961661031633,57.3561005977369,62.0276319297311,67.3726702032623,62.9128161212884,62.2586851331546,58.7284675359514,57.5676732727565,62.6090067767843,58.1643847496824,68.2685693979475,66.8839114289846,60.9832335170011,69.0167951643097
70.5526955436115,74.9552766961351,75.0746581683714,76.5529342861612,76.8036031224533,76.3630643861252,73.3760486242524,76.1530250663605,75.7757928027489,75.0413134710409,76.9012037806385,74.0761503711737,72.216063823515,73.4227755190144,71.8789365876357,72.8750869590673,69.781316182865,71.3063295975472,71.9191645378804,70.224037596884,69.6122122484294,67.0103328230098,61.2822736283896,65.2952177156779
59.2446921141097,53.1820690705328,47.3544232700609,57.0735902768445,57.7367526382959,67.3972102164332,56.9690162763764,56.5359233665644,56.8735654227207,56.769854828757,56.7189440322078,61.1690467011695,59.925295185976,59.589003558475,65.2727189353423,63.2793730852429,62.624454330886,63.8774015033056,65.2245119898037,59.1761439952975,64.2595947044793,60.9150536445454,59.8224002524696,66.2959572661157
